Source.Name,Area,rooms,type,City_District,Date
new building.csv,90,5,secondary,"Tashkent, Shaikhantahur district",6/27/2023
new building.csv,100,5,secondary,"Tashkent, Yunusabad district",6/27/2023
new building.csv,140,5,secondary,"Tashkent, Chilanzar district",6/27/2023
new building.csv,90,5,secondary,"Tashkent, Yunusabad district",6/27/2023
new building.csv,96,5,secondary,"Tashkent, Yakkasarai district",6/27/2023
new building.csv,82,5,secondary,"Tashkent, Almazar district",6/27/2023
new building.csv,91,5,secondary,"Tashkent, Yunusabad district",6/27/2023
new building.csv,110,5,secondary,"Tashkent, Mirzo-Ulugbek district",6/27/2023
new building.csv,92,5,secondary,"Tashkent, Yunusabad district",6/27/2023
new building.csv,92,5,secondary,"Tashkent, Mirzo-Ulugbek district",6/27/2023
new building.csv,92,5,secondary,"Tashkent, Mirzo-Ulugbek district",6/27/2023
new building.csv,92,5,secondary,"Tashkent, Mirzo-Ulugbek district",6/27/2023
new building.csv,92,5,secondary,"Tashkent, Sergeli district",6/27/2023
new building.csv,85,5,secondary,"Tashkent, Mirzo-Ulugbek district",6/27/2023
new building.csv,75,5,secondary,"Tashkent, Yakkasarai district",6/27/2023
new building.csv,120,5,secondary,"Tashkent, Chilanzar district",6/27/2023
new building.csv,95,5,secondary,"Tashkent, Yunusabad district",6/27/2023
new building.csv,95,5,secondary,"Tashkent, Mirabad district",6/27/2023
new building.csv,80,5,secondary,"Tashkent, Mirzo-Ulugbek district",6/27/2023
new building.csv,92,5,secondary,"Tashkent, Chilanzar district",6/23/2021
new building.csv,100,5,secondary,"Tashkent, Chilanzar district",6/25/2023
new building.csv,78,5,secondary,"Tashkent, Chilanzar district",6/23/2021
new building.csv,105,5,secondary,"Tashkent, Yunusabad district",6/25/2023
new building.csv,175,5,secondary,"Tashkent, Chilanzar district",6/11/2023
new building.csv,87.58,5,secondary,"Tashkent, Shaikhantahur district",6/25/2023
new building.csv,100,5,secondary,"Tashkent, Sergeli district",6/23/2021
new building.csv,69.5,5,secondary,"Tashkent, Uchtepinsky district",6/24/2023
new building.csv,130,4,secondary,"Tashkent, Mirzo-Ulugbek district",6/25/2023
new building.csv,110,4,secondary,"Tashkent, Mirzo-Ulugbek district",6/25/2023
new building.csv,92,4,secondary,"Tashkent, Sergeli district",6/23/2021
new building.csv,114,4,secondary,"Tashkent, Yunusabad district",6/25/2021
new building.csv,120,4,secondary,"Tashkent, Yunusabad district",6/25/2021
new building.csv,91,4,secondary,"Tashkent, Sergeli district",6/25/2021
new building.csv,120,4,secondary,"Tashkent, Chilanzar district",6/25/2021
new building.csv,100,4,secondary,"Tashkent, Mirabad district",6/25/2021
new building.csv,100,4,secondary,"Tashkent, Mirabad district",6/25/2021
new building.csv,76,4,secondary,"Tashkent, Yunusabad district",6/25/2021
new building.csv,110,4,secondary,"Tashkent, Mirzo-Ulugbek district",6/25/2021
new building.csv,94,4,secondary,"Tashkent, Sergeli district",6/25/2021
new building.csv,100,4,secondary,"Tashkent, Mirzo-Ulugbek district",6/25/2021
new building.csv,95,4,secondary,"Tashkent, Yakkasarai district",6/25/2021
new building.csv,76,4,secondary,"Tashkent, Uchtepinsky district",6/25/2021
new building.csv,96,4,secondary,"Tashkent, Sergeli district",6/25/2021
new building.csv,95,4,secondary,"Tashkent, Yakkasarai district",6/25/2021
new building.csv,85,4,secondary,"Tashkent, Shaikhantahur district",6/25/2021
new building.csv,110,4,secondary,"Tashkent, Almazar district",6/25/2021
new building.csv,90,4,secondary,"Tashkent, Sergeli district",6/25/2021
new building.csv,130,4,new,"Tashkent, Mirabad district",6/25/2023
new building.csv,73.28,4,new,"Tashkent, Mirabad district",6/25/2023
new building.csv,73,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,92,4,new,"Tashkent, Yashnabad district",6/25/2023
new building.csv,104,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,80,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,102.3,4,new,"Tashkent, Yakkasarai district",6/25/2023
new building.csv,80,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,79.17,4,new,"Tashkent, Mirzo-Ulugbek district",6/25/2023
new building.csv,98,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,84,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,125,4,new,"Tashkent, Mirabad district",6/25/2023
new building.csv,90,4,new,"Tashkent, Yunusabad district",6/25/2023
new building.csv,96,4,new,"Tashkent, Shaikhantahur district",6/25/2023
new building.csv,94,4,new,"Tashkent, Yakkasarai district",6/25/2023
new building.csv,87,4,new,"Tashkent, Almazar district",6/25/2023
new building.csv,100,4,new,"Tashkent, Mirabad district",6/25/2023
new building.csv,80,4,new,"Tashkent, Yunusabad district",6/25/2023
new building.csv,110,4,new,"Tashkent, Yunusabad district",6/25/2023
new building.csv,76,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,282,4,new,"Tashkent, Mirabad district",6/25/2023
new building.csv,72,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,88,4,new,"Tashkent, Yunusabad district",6/25/2023
new building.csv,124,4,new,"Tashkent, Mirzo-Ulugbek district",6/25/2023
new building.csv,75,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,132,4,new,"Tashkent, Yakkasarai district",6/25/2023
new building.csv,80,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,95,4,new,"Tashkent, Yunusabad district",6/25/2023
new building.csv,65,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,96,4,new,"Tashkent, Sergeli district",6/25/2023
new building.csv,89,4,new,"Tashkent, Chilanzar district",6/25/2023
new building.csv,80,4,new,"Tashkent, Chilanzar district",6/25/2023
